"plate","state","license_type","summons_number","issue_date","violation_time","violation","judgment_entry_date","fine_amount","penalty_amount","interest_amount","reduction_amount","payment_amount","amount_due","precinct","county","issuing_agency","violation_status","summons_image"
"629172R","NJ","PAS","8819695741","12/01/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVFZPVkdNd1RWRTlQUT09&locationName=_____________________)"
"KPM8823","NY","PAS","9002964262","08/04/2022","07:57A","NO STANDING-EXC. AUTH. VEHICLE","11/24/2022","95","60","2.09","0.12","156.97","0","077","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMXFhekpPUkVreVRXYzlQUT09&locationName=_____________________)"
"JKZ6579","NY","PAS","9064136002","07/12/2023","12:55P","EXPIRED MUNI METER",,"35","0","0","0","35","0","067","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBPYWtGM1RXYzlQUT09&locationName=_____________________)"
"FCR7661","NY","PAS","5127529749","05/15/2023","09:42A","FAILURE TO STOP AT RED LIGHT",,"50","25","0","0","75","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxQVkdNd1QxRTlQUT09&locationName=_____________________)"
"FTG4960","NY","PAS","8917088508","07/11/2022","02:32P","REG. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","106","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNTZRVFJQUkZWM1QwRTlQUT09&locationName=_____________________)"
"91956C2","TX","PAS","8819696460","12/03/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVFZPYWxFeVRVRTlQUT09&locationName=_____________________)"
"64142MC","NY","COM","9040682290","03/22/2023","10:23A","FAIL TO DSPLY MUNI METER RECPT",,"65","0","0","20","45","0","019","NY","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVFJOYWtrMVRVRTlQUT09&locationName=_____________________)"
"ERM1619","NY","PAS","5127529816","05/15/2023","09:45A","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","MN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxQVkdkNFRtYzlQUT09&locationName=_____________________)"
"K44863K","PA","PAS","8819696551","12/03/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVFZPYWxVeFRWRTlQUT09&locationName=_____________________)"
"FTH8040","NY","PAS","5127529798","05/15/2023","09:42A","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxQVkdNMVQwRTlQUT09&locationName=_____________________)"
"K96RUX","NJ","PAS","9064136063","07/12/2023","02:06P","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","067","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBPYWtFeVRYYzlQUT09&locationName=_____________________)"
"FCX1455","NY","PAS","8819696514","12/03/2020","10:38P","DOUBLE PARKING","07/28/2022","115","60","17.32","0","192.32","0","046","BX","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVFZPYWxWNFRrRTlQUT09&locationName=_____________________)"
"KLZ6537","NY","PAS","5127529786","05/15/2023","09:42A","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxQVkdNMFRtYzlQUT09&locationName=_____________________)"
"AR716D","NJ","PAS","5127529804","05/15/2023","09:43A","FAILURE TO STOP AT RED LIGHT",,"50","25","0","0","75","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxQVkdkM1RrRTlQUT09&locationName=_____________________)"
"T619562C","NY","PAS","5097934647","08/12/2017","02:26P","FAILURE TO STOP AT RED LIGHT","11/09/2017","50","25","38.42","0.04","113.38","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5VNTZhM3BPUkZrd1RuYzlQUT09&locationName=_____________________)"
"KMU6610","NY","PAS","9064136233","07/13/2023","09:18A","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","062","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBPYWtsNlRYYzlQUT09&locationName=_____________________)"
"89BD18","NY","LMB","5127529830","05/15/2023","09:47A","FAILURE TO STOP AT RED LIGHT",,"50","25","0","0","75","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxQVkdkNlRVRTlQUT09&locationName=_____________________)"
"5EF7522","MD","PAS","9077632931","09/12/2023","11:56A","NO PARKING-STREET CLEANING",,"65","10","0","0","75","0","078","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk0wNTZXWHBOYW10NlRWRTlQUT09&locationName=_____________________)"
"HJJ5772","NY","PAS","8917090941","07/18/2022","05:33P","REG. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","105","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNTZRVFZOUkdzd1RWRTlQUT09&locationName=_____________________)"
"KDE1846","NY","PAS","8917090047","07/15/2022","04:14P","NO STANDING-EXC. AUTH. VEHICLE",,"95","0","0","95","0","0","100","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNTZRVFZOUkVFd1RuYzlQUT09&locationName=_____________________)"
"T652251C","NY","PAS","5097939451","08/12/2017","08:00P","FAILURE TO STOP AT RED LIGHT","11/09/2017","50","25","41.37","0.13","116.24","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5VNTZhM3BQVkZFeFRWRTlQUT09&locationName=_____________________)"
"XMXC78","NJ","PAS","9040682392","03/22/2023","11:06A","NO STANDING-BUS STOP",,"115","0","0","0","115","0","019","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVFJOYWswMVRXYzlQUT09&locationName=_____________________)"
"HSV6670","NY","PAS","8675513355","08/11/2018","04:59A","NO PARKING-STREET CLEANING","11/29/2018","45","60","41.67","0","146.67","0","088","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk0wNVVWWGhOZWsweFRsRTlQUT09&locationName=_____________________)"
"HEB9199","NY","PAS","8917090953","07/18/2022","05:37P","REG. STICKER-EXPIRED/MISSING",,"65","10","0","0","75","0","105","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNTZRVFZOUkdzeFRYYzlQUT09&locationName=_____________________)"
"T498562C","NY","OMT","5127529877","05/15/2023","09:48A","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","0.37","0","75.37","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxQVkdjelRuYzlQUT09&locationName=_____________________)"
"Y77JMU","NJ","PAS","5127529853","05/15/2023","09:48A","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","MN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxQVkdjeFRYYzlQUT09&locationName=_____________________)"
"KHT9189","NY","PAS","9064136257","07/13/2023","09:25A","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","062","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBPYWtreFRuYzlQUT09&locationName=_____________________)"
"HAP3201","NY","PAS","9068992867","07/27/2023","06:24A","REG. STICKER-EXPIRED/MISSING","11/16/2023","65","60","0.59","0.09","125.5","0","106","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rOUVhelZOYW1jeVRuYzlQUT09&locationName=_____________________)"
"T632808C","NY","PAS","5097940970","08/12/2017","10:47P","FAILURE TO STOP AT RED LIGHT","11/09/2017","50","25","38.12","1","112.12","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5VNTZhekJOUkdzelRVRTlQUT09&locationName=_____________________)"
"HMF3535","NY","PAS","5127529889","05/15/2023","09:49A","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","1.92","0.75","76.17","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxQVkdjMFQxRTlQUT09&locationName=_____________________)"
"LCD2379","NY","PAS","9064136397","07/13/2023","11:41A","NO PARKING-STREET CLEANING",,"65","0","0","0","65","0","062","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBPYWswMVRuYzlQUT09&locationName=_____________________)"
"KKE9218","NY","PAS","8917091441","07/20/2022","01:28P","FIRE HYDRANT",,"115","10","0","0","125","0","104","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNTZRVFZOVkZFd1RWRTlQUT09&locationName=_____________________)"
"JNW2738","NY","PAS","5127530004","05/15/2023","09:55A","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","ST","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWHBOUkVGM1RrRTlQUT09&locationName=_____________________)"
"29459NA","NY","COM","5127529970","05/15/2023","09:52A","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxQVkdzelRVRTlQUT09&locationName=_____________________)"
"T725825C","NY","OMT","5127530053","05/15/2023","09:56A","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWHBOUkVFeFRYYzlQUT09&locationName=_____________________)"
"JBB4969","NY","PAS","9077632992","09/12/2023","12:00P","NO PARKING-STREET CLEANING",,"65","10","0","0","75","0","078","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk0wNTZXWHBOYW1zMVRXYzlQUT09&locationName=_____________________)"
"HKF9886","NY","PAS","9064136270","07/13/2023","09:47A","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","35","0","0","062","K","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBPYWtrelRVRTlQUT09&locationName=_____________________)"
"T671163C","NY","OMT","9095395534","12/08/2023","10:48A","EXPIRED MUNI METER",,"35","0","0","0","35","0","024","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk5VNVVUVFZPVkZWNlRrRTlQUT09&locationName=_____________________)"
"21478NB","NY","COM","9095395560","12/08/2023","11:07A","NO STANDING-EXC. TRUCK LOADING",,"95","0","0","95","0","0","024","NY","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk5VNVVUVFZPVkZVeVRVRTlQUT09&locationName=_____________________)"
"T797033C","NY","OMT","5127530089","05/15/2023","09:57A","FAILURE TO STOP AT RED LIGHT",,"50","25","0","0","75","0","000","QN","DEPARTMENT OF TRANSPORTATION","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWHBOUkVFMFQxRTlQUT09&locationName=_____________________)"
"96334MG","NY","PAS","5097943442","08/13/2017","07:48A","FAILURE TO STOP AT RED LIGHT","11/09/2017","50","25","40.77","0.06","115.71","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5VNTZhekJOZWxFd1RXYzlQUT09&locationName=_____________________)"
"KMU3647","NY","PAS","9064136350","07/13/2023","11:21A","FAIL TO DSPLY MUNI METER RECPT",,"35","0","0","0","35","0","062","K","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rNUVSWHBPYWsweFRVRTlQUT09&locationName=_____________________)"
"T625158C","NY","PAS","5097942772","08/13/2017","04:38A","FAILURE TO STOP AT RED LIGHT","11/09/2017","50","25","39.1","0.07","114.03","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5VNTZhekJOYW1NelRXYzlQUT09&locationName=_____________________)"
"KZK3320","NY","PAS","5127529981","05/15/2023","09:53A","FAILURE TO STOP AT RED LIGHT",,"50","25","0","0","75","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWGxQVkdzMFRWRTlQUT09&locationName=_____________________)"
"85743PC","NY","APP","8819697555","12/08/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVFZPZWxVeFRsRTlQUT09&locationName=_____________________)"
"85743PC","NY","APP","8819697567","12/08/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVFZPZWxVeVRuYzlQUT09&locationName=_____________________)"
"KNM7170","NY","PAS","5127530387","05/15/2023","10:15A","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","0.78","0.09","75.69","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWHBOUkUwMFRuYzlQUT09&locationName=_____________________)"
"PLU63","NY","OMT","5127530363","05/15/2023","10:14A","FAILURE TO STOP AT RED LIGHT",,"50","25","0","0","75","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWHBOUkUweVRYYzlQUT09&locationName=_____________________)"
"U64I446","TN","PAS","8819697580","12/08/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVFZPZWxVMFRVRTlQUT09&locationName=_____________________)"
"87592","NY","MED","5127530533","05/15/2023","10:29A","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","0.06","0.06","75","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWHBOUkZWNlRYYzlQUT09&locationName=_____________________)"
"KEW6532","NY","PAS","5127530510","05/15/2023","10:28A","FAILURE TO STOP AT RED LIGHT","08/24/2023","50","25","0.12","25.09","50.03","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWHBOUkZWNFRVRTlQUT09&locationName=_____________________)"
"KGD9174","NY","PAS","5127530739","05/15/2023","10:45A","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","0.37","0.07","75.3","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWHBOUkdONlQxRTlQUT09&locationName=_____________________)"
"KJY6553","NY","PAS","8917092445","07/22/2022","04:55P","FRONT OR BACK PLATE MISSING",,"65","0","0","0","65","0","102","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNTZRVFZOYWxFd1RsRTlQUT09&locationName=_____________________)"
"K77RKD","NJ","PAS","5127530960","05/15/2023","10:57A","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","0.21","0.04","75.17","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWHBOUkdzeVRVRTlQUT09&locationName=_____________________)"
"KPY5561","NY","PAS","9068992922","07/27/2023","06:45A","REG. STICKER-EXPIRED/MISSING",,"65","10","0","0","75","0","106","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1rOUVhelZOYW10NVRXYzlQUT09&locationName=_____________________)"
"17450PF","NY","IRP","5127531161","05/15/2023","11:08A","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWHBOVkVVeVRWRTlQUT09&locationName=_____________________)"
"HAK9794","NY","PAS","5127530843","05/15/2023","10:50A","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWHBOUkdjd1RYYzlQUT09&locationName=_____________________)"
"BD03678","CT","PAS","5127531021","05/15/2023","10:59A","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","QN","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWHBOVkVGNVRWRTlQUT09&locationName=_____________________)"
"KWM3288","NY","PAS","5127531010","05/15/2023","10:59A","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","BK","DEPARTMENT OF TRANSPORTATION","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWHBOVkVGNFRVRTlQUT09&locationName=_____________________)"
"JER5769","NY","PAS","5127530983","05/15/2023","10:58A","FAILURE TO STOP AT RED LIGHT","08/17/2023","50","25","0.06","0.02","75.04","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWHBOUkdzMFRYYzlQUT09&locationName=_____________________)"
"KPJ2754","NY","PAS","8917093127","07/25/2022","04:45P","FIRE HYDRANT",,"115","0","0","0","115","0","106","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNTZRVFZOZWtWNVRuYzlQUT09&locationName=_____________________)"
"KRP8204","NY","PAS","8917093206","07/25/2022","05:30P","INSP. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","106","Q","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNTZRVFZOZWtsM1RtYzlQUT09&locationName=_____________________)"
"29702PZ","VA","PAS","8819698055","12/09/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVFZQUkVFeFRsRTlQUT09&locationName=_____________________)"
"56592NC","NY","COM","5127531367","05/15/2023","11:17A","FAILURE TO STOP AT RED LIGHT",,"50","25","0","25","50","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWHBOVkUweVRuYzlQUT09&locationName=_____________________)"
"GWH8652","NY","PAS","9040682616","03/23/2023","10:32A","REG. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","026","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVFJOYWxsNFRtYzlQUT09&locationName=_____________________)"
"GWR6483","NY","PAS","9040682549","03/23/2023","10:17A","REG. STICKER-EXPIRED/MISSING",,"65","0","0","0","65","0","026","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVFJOYWxVd1QxRTlQUT09&locationName=_____________________)"
"2622743","IN","PAS","8912240651","01/14/2022","07:58A","DOUBLE PARKING-MIDTOWN COMML",,"115","10","0","0","125","0","014","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMXFTVEJOUkZreFRWRTlQUT09&locationName=_____________________)"
"T615730C","NY","OMT","7032727074","04/12/2014",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wQmVrMXFZM2xPZWtFelRrRTlQUT09&locationName=_____________________)"
"ANFI4EVA","NY","SRF","5127531264","05/15/2023","11:13A","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","BK","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWHBOVkVreVRrRTlQUT09&locationName=_____________________)"
"29152ML","NY","COM","9040682690","03/23/2023","12:47P","NO PARKING-DAY/TIME LIMITS",,"60","0","0","35","25","0","028","NY","TRAFFIC","HEARING HELD-GUILTY REDUCTION","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVFJOYWxrMVRVRTlQUT09&locationName=_____________________)"
"SAFTY1ST","NY","COM","9040682707","03/23/2023","12:50P","FIRE HYDRANT",,"115","0","0","0","115","0","028","NY","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQk1FMUVXVFJOYW1OM1RuYzlQUT09&locationName=_____________________)"
"HSE4508","NY","PAS","5127531410","05/15/2023","11:19A","FAILURE TO STOP AT RED LIGHT",,"50","0","0","0","50","0","000","BX","DEPARTMENT OF TRANSPORTATION",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNTZWWHBOVkZGNFRVRTlQUT09&locationName=_____________________)"
"T168416","TN","PAS","8819698997","12/15/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVFZQUkdzMVRuYzlQUT09&locationName=_____________________)"
"BU10092","NY","TRL","8819699000","12/15/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVFZQVkVGM1RVRTlQUT09&locationName=_____________________)"
"XVT7434","VA","PAS","8819699023","12/15/2020",,,,,,,,,,,,,,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFOVVXVFZQVkVGNVRYYzlQUT09&locationName=_____________________)"
"KSZ3043","NY","PAS","9002967081","08/22/2022","02:40P","FAIL TO DSPLY MUNI METER RECPT","12/08/2022","35","60","2.29","0.16","97.13","0","120","R","TRAFFIC",,"View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMXFhekpPZWtFMFRWRTlQUT09&locationName=_____________________)"
